Z    N            M
47   50      -70.52
48   49      -60.19
49   48      -47.01
50   47      -31.04
51   46      -11.39
52   45        9.86
24   74      257.14
25   73      221.40
26   72      184.48
27   71      152.89
28   70      120.13
29   69       93.93
30   68       66.72
31   67       44.81
32   66       21.61
33   65        3.80
34   64      -15.54
35   63      -29.40
36   62      -45.01
37   61      -54.72
38   60      -67.02
39   59      -73.03
40   58      -81.82
41   57      -83.58
42   56      -88.28
43   55      -86.81
44   54      -88.08
45   53      -83.02
46   52      -80.91
47   51      -72.54
48   50      -67.33
49   49      -53.35
50   48      -40.78
51   47      -19.43
52   46       -1.20
53   45       23.34
24   75      269.05
25   74      232.25
26   73      195.81
27   72      162.68
28   71      130.50
29   70      102.70
30   69       75.92
31   68       52.27
32   67       29.66
33   66        9.95
34   65       -8.69
35   64      -24.61
36   63      -39.40
37   62      -51.31
38   61      -62.38
39   60      -71.05
40   59      -78.53
41   58      -83.03
42   57      -86.53
43   56      -87.72
44   55      -87.66
45   54      -85.42
46   53      -81.85
47   52      -76.46
48   51      -69.67
49   50      -60.95
50   49      -47.59
51   48      -29.50
52   47       -9.62
53   46       11.97
54   45       35.08
24   76      279.42
25   75      243.08
26   74      205.55
27   73      172.97
28   72      139.23
29   71      112.06
30   70       83.68
31   69       60.53
32   68       36.17
33   67       17.11
34   66       -3.43
35   65      -18.59
36   64      -35.44
37   63      -46.46
38   62      -60.04
39   61      -67.41
40   60      -77.50
41   59      -80.62
42   58      -86.63
43   57      -86.56
44   56      -89.14
45   55      -85.52
46   54      -84.76
47   53      -77.87
48   52      -74.04
49   51      -63.70
50   50      -56.67
51   49      -36.75
52   48      -20.12
53   47        3.05
54   46       23.20
25   76      253.75
26   75      216.69
27   74      182.90
28   73      149.72
29   72      120.89
30   71       93.16
31   70       68.32
32   69       44.48
33   68       23.59
34   67        3.72
35   66      -13.42
36   65      -29.48
37   64      -42.97
38   63      -55.00
39   62      -64.96
40   61      -73.78
41   60      -79.56
42   59      -84.21
43   58      -86.92
44   57      -88.21
45   56      -87.31
46   55      -85.13
47   54      -81.11
48   53      -75.74
49   52      -68.44
50   51      -59.76
51   50      -46.18
52   49      -27.75
53   48       -7.78
54   47       13.94
24   78      301.68
25   77      264.57
26   76      226.26
27   75      193.00
28   74      158.60
29   73      130.37
30   72      100.99
31   71       76.86
32   70       51.31
33   69       31.00
34   68        9.31
35   67       -7.10
36   66      -25.15
37   65      -37.79
38   64      -52.27
39   63      -60.95
40   62      -72.31
41   61      -76.74
42   60      -84.01
43   59      -85.11
44   58      -89.15
45   57      -86.92
46   56      -87.44
47   55      -81.96
48   54      -79.45
49   53      -70.57
50   52      -64.90
51   51      -52.15
52   50      -37.56
53   49      -15.86
54   48        2.66
55   47       27.59
25   78      275.27
26   77      237.43
27   76      202.81
28   75      168.94
29   74      139.38
30   73      110.62
31   72       84.76
32   71       59.95
33   70       37.83
34   69       16.74
35   68       -1.58
36   67      -18.87
37   66      -33.57
38   65      -47.18
39   64      -58.06
40   63      -68.17
41   62      -75.21
42   61      -81.14
43   60      -84.94
44   59      -87.75
45   58      -88.13
46   57      -87.30
47   56      -84.59
48   55      -80.59
49   54      -74.63
50   53      -67.35
51   52      -57.22
52   51      -43.46
53   50      -25.99
54   49       -5.78
55   48       16.01
56   47       39.51
24   80      323.35
26   78      247.04
27   77      212.94
28   76      177.69
29   75      148.72
30   74      118.62
31   73       93.45
32   72       66.90
33   71       45.58
34   70       22.66
35   69        5.01
36   68      -14.19
37   67      -28.09
38   66      -43.76
39   65      -53.70
40   64      -66.30
41   63      -72.01
42   62      -80.51
43   61      -82.90
44   60      -88.18
45   59      -87.29
46   58      -89.06
47   57      -84.94
48   56      -83.69
49   55      -76.21
50   54      -71.83
51   53      -59.74
52   52      -50.04
53   51      -32.00
54   50      -16.32
55   49        7.09
56   48       27.45
25   80      296.26
26   79      257.96
27   78      222.82
28   77      188.10
29   76      157.64
30   75      128.15
31   74      101.55
32   73       75.71
33   72       52.58
34   71       30.47
35   70       10.90
36   69       -7.61
37   68      -23.50
38   67      -38.34
39   66      -50.72
40   65      -61.78
41   64      -70.03
42   63      -77.22
43   62      -82.24
44   61      -86.14
45   60      -87.98
46   59      -88.44
47   58      -86.99
48   57      -84.30
49   56      -79.63
50   55      -73.69
51   54      -64.36
52   53      -53.03
53   52      -39.05
54   51      -22.48
55   50       -3.75
56   49       18.19
26   80      267.34
27   79      232.72
28   78      196.93
29   77      167.05
30   76      136.07
31   75      110.14
32   74       82.87
33   73       60.50
34   72       36.58
35   71       17.88
36   70       -2.58
37   69      -17.72
38   68      -34.55
39   67      -46.06
40   66      -59.53
41   65      -66.47
42   64      -76.17
43   63      -79.81
44   62      -86.31
45   61      -86.53
46   60      -89.69
47   59      -86.88
48   58      -86.85
49   57      -80.70
50   56      -77.56
51   55      -66.52
52   54      -58.27
53   53      -43.67
54   52      -30.13
55   51      -10.23
56   50        6.92
57   49       32.01
26   81      278.22
27   80      242.41
28   79      207.14
29   78      176.09
30   77      145.70
31   76      118.20
32   75       91.62
33   74       67.73
34   73       44.60
35   72       24.00
36   71        4.43
37   70      -12.75
38   69      -28.82
39   68      -42.38
40   67      -54.95
41   66      -64.07
42   65      -72.48
43   64      -78.70
44   63      -83.84
45   62      -86.71
46   61      -88.62
47   60      -88.40
48   59      -86.98
49   58      -83.55
50   57      -78.90
51   56      -70.73
52   55      -60.98
53   54      -49.47
54   53      -35.31
55   52      -18.44
56   51        0.08
57   50       20.45
58   49       44.09
26   82      287.55
27   81      252.29
28   80      215.80
29   79      185.32
30   78      153.74
31   77      126.89
32   76       98.74
33   75       75.60
34   74       50.94
35   73       31.18
36   72        9.72
37   71       -6.53
38   70      -24.66
39   69      -37.41
40   68      -52.04
41   67      -60.18
42   66      -71.04
43   65      -75.91
44   64      -83.58
45   63      -85.04
46   62      -89.39
47   61      -87.86
48   60      -89.01
49   59      -84.16
50   58      -82.20
51   57      -72.56
52   56      -65.72
53   55      -52.63
54   54      -42.51
55   53      -24.10
56   52       -8.64
57   51       13.09
58   50       32.07
27   82      261.96
28   81      226.02
29   80      194.21
30   79      163.22
31   78      135.10
32   77      107.62
33   76       82.82
34   75       58.93
35   74       37.57
36   73       16.97
37   72       -1.24
38   71      -18.42
39   70      -33.34
40   69      -47.13
41   68      -57.68
42   67      -66.98
43   66      -74.36
44   65      -80.71
45   64      -84.76
46   63      -87.72
47   62      -88.88
48   61      -88.69
49   60      -86.46
50   59      -83.06
51   58      -76.23
52   57      -67.89
53   56      -57.78
54   55      -46.07
55   54      -31.70
56   53      -14.72
57   52        4.01
58   51       24.33
27   83      274.47
28   82      234.67
29   81      203.46
30   80      171.13
31   79      143.66
32   78      114.89
33   77       90.83
34   76       65.27
35   75       44.73
36   74       22.52
37   73        5.21
38   72      -13.93
39   71      -27.84
40   70      -43.83
41   69      -53.48
42   68      -65.16
43   67      -71.22
44   66      -80.04
45   65      -82.72
46   64      -88.23
47   63      -87.77
48   62      -90.24
49   61      -86.64
50   60      -85.85
51   59      -77.58
52   58      -72.06
53   57      -60.42
54   56      -51.67
55   55      -36.65
56   54      -22.76
57   53       -2.56
58   52       14.76
59   51       38.25
27   84      287.23
28   83      247.51
29   82      212.37
30   81      180.67
31   80      151.78
32   79      123.67
33   78       98.24
34   77       73.43
35   76       51.15
36   75       29.77
37   74       10.78
38   73       -7.44
39   72      -23.38
40   71      -38.35
41   70      -50.28
42   69      -61.04
43   68      -69.26
44   67      -76.79
45   66      -82.00
46   65      -86.15
47   64      -88.31
48   63      -89.50
49   62      -88.45
50   61      -86.25
51   60      -80.71
52   59      -73.73
53   58      -64.97
54   57      -54.68
55   56      -42.69
56   55      -28.14
57   54      -10.97
58   53        7.79
59   52       28.34
28   84      259.21
29   83      224.23
30   82      188.62
31   81      160.40
32   80      130.87
33   79      106.15
34   78       79.96
35   77       58.48
36   76       35.36
37   75       17.25
38   74       -2.66
39   73      -17.64
40   72      -34.63
41   71      -45.52
42   70      -58.55
43   69      -65.80
44   68      -75.75
45   67      -79.60
46   66      -86.25
47   65      -86.99
48   64      -90.60
49   63      -88.22
50   62      -88.55
51   61      -81.62
52   60      -77.36
53   59      -67.12
54   58      -59.69
55   57      -46.12
56   56      -35.53
57   55      -16.82
58   54       -1.06
59   53       20.86
60   52       40.01
29   84      236.19
30   83      200.75
31   82      168.59
32   81      139.74
33   80      113.52
34   79       88.06
35   78       65.12
36   77       42.81
37   76       22.89
38   75        3.87
39   74      -12.87
40   73      -28.88
41   72      -41.89
42   71      -53.86
43   70      -63.71
44   69      -72.12
45   68      -78.46
46   67      -83.78
47   66      -87.07
48   65      -89.29
49   64      -89.55
50   63      -88.54
51   62      -84.24
52   61      -78.57
53   60      -71.10
54   59      -62.19
55   58      -51.65
56   57      -39.52
57   56      -24.76
58   55       -7.43
59   54       11.64
60   53       32.17
29   85      248.41
30   84      211.70
31   83      179.77
32   82      147.02
33   81      121.53
34   80       94.57
35   79       72.40
36   78       48.62
37   77       29.55
38   76        8.72
39   75       -7.08
40   74      -24.86
41   73      -36.87
42   72      -50.96
43   71      -59.72
44   70      -70.68
45   69      -75.73
46   68      -83.50
47   67      -85.40
48   66      -90.13
49   65      -88.78
50   64      -90.38
51   63      -84.74
52   62      -81.70
53   61      -72.79
54   60      -66.75
55   59      -54.74
56   58      -45.57
57   57      -30.17
58   56      -15.88
59   55        4.66
60   54       22.38
61   53       46.11
30   85      224.20
31   84      190.92
32   83      158.43
33   82      129.02
34   81      102.80
35   80       79.04
36   79       56.05
37   78       35.44
38   77       15.48
39   76       -2.21
40   75      -19.03
41   74      -32.91
42   73      -45.99
43   72      -56.93
44   71      -66.79
45   70      -74.16
46   69      -80.65
47   68      -85.06
48   67      -88.42
49   66      -89.65
50   65      -89.97
51   64      -86.87
52   63      -82.46
53   62      -76.25
54   61      -68.83
55   60      -59.72
56   59      -49.06
57   58      -36.69
58   57      -21.76
59   56       -4.20
60   55       14.97
61   54       35.92
62   53       58.33
30   86      235.51
31   85      202.45
32   84      168.60
33   83      139.51
34   82      109.42
35   81       86.46
36   80       61.87
37   79       42.09
38   78       20.58
39   77        3.80
40   76      -14.91
41   75      -27.82
42   74      -42.77
43   73      -52.65
44   72      -64.70
45   71      -70.92
46   70      -79.96
47   69      -83.03
48   68      -88.87
49   67      -88.68
50   66      -91.38
51   65      -86.98
52   64      -85.12
53   63      -77.52
54   62      -72.82
55   61      -62.29
56   60      -54.53
57   59      -40.64
58   58      -29.63
59   57      -10.56
60   56        5.63
61   55       27.99
62   54       47.62
30   87      248.35
31   86      213.97
32   85      180.36
